UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2021,2,3,This Savage Song (Unabridged),,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2016
Digital,OverDrive,EBOOK,2021,2,6,"Vengeful: Villains Series, Book 2",,V. E. Schwab,"Fantasy, Fiction",Macmillan Publishers,2019
Digital,OverDrive,EBOOK,2021,2,18,"A Conjuring of Light: Shades of Magic Series, Book 3",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2017
Digital,OverDrive,AUDIOBOOK,2021,2,19,"A Gathering of Shadows: Shades of Magic Series, Book 2 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Audio,2016
Digital,OverDrive,EBOOK,2021,2,7,The Near Witch,,V. E. Schwab,"Fantasy, Mythology, Romance, Young Adult Fiction","Random House, Inc.",2019
Physical,Horizon,BOOK,2021,2,2,Tunnel of bones / Victoria Schwab.,,"Schwab, Victoria","Psychics Juvenile fiction, Haunted places Juvenile fiction, Catacombs France Paris Juvenile fiction, Ghost television programs Juvenile fiction, Best friends Juvenile fiction, Paris France Juvenile fiction, Supernatural Fiction, Ghosts Fiction, Catacombs Fiction, Television Production and direction Fiction, Friendship Fiction, Parapsychology Fiction, France Fiction","Scholastic Press,",2019.
Digital,OverDrive,AUDIOBOOK,2021,2,3,"Tunnel of Bones: City of Ghosts Series, Book 2 (unabridged) (Unabridged)",,Victoria Schwab,"Horror, Juvenile Fiction",Scholastic Inc. Audiobooks,2019
Physical,Horizon,BOOK,2021,2,3,City of ghosts / Victoria Schwab.,,"Schwab, Victoria","Psychics Juvenile fiction, Haunted places Juvenile fiction, Ghost television programs Juvenile fiction, Best friends Juvenile fiction, Edinburgh Scotland Juvenile fiction, Great Britain Juvenile fiction, Ghosts Fiction, Parapsychology Fiction","Scholastic Press,",2018.
Digital,OverDrive,AUDIOBOOK,2021,2,3,"Broken Ground: Spirit Animals: Fall of the Beasts Series, Book 2 (unabridged) (Unabridged)",,Victoria Schwab,"Fantasy, Juvenile Fiction",Scholastic Inc. Audiobooks,2016
Physical,Horizon,BOOK,2021,2,2,A gathering of shadows / V.E. Schwab.,,"Schwab, Victoria","Magic Fiction, Contests Fiction, Fantasy fiction, Science fiction","Tor,",2016.
Digital,OverDrive,AUDIOBOOK,2021,2,1,"Vengeful: Villains Series, Book 2 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction",Macmillan Audio,2018
Physical,Horizon,BOOK,2021,2,6,A darker shade of magic / V. E. Schwab.,,"Schwab, Victoria","Magic Fiction, Quantum theory Fiction, London England Fiction, Fantasy fiction, Science fiction","Tor,",2015.
Digital,OverDrive,EBOOK,2021,2,285,The Invisible Life of Addie LaRue,,V. E. Schwab,"Fantasy, Fiction, Historical Fiction, Literature",Macmillan Publishers,2020
Physical,Horizon,BOOK,2021,2,60,The invisible life of Addie LaRue / V.E. Schwab.,,"Schwab, Victoria","Memory Fiction, Immortalism Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Fantasy fiction, Historical fiction, Fantasy fiction, Historical fiction","Tor,",2020.
Digital,OverDrive,EBOOK,2021,2,2,The Near Witch,,Victoria Schwab,"Fantasy, Romance, Young Adult Fiction",Disney Digital Books,2012
Digital,OverDrive,AUDIOBOOK,2021,2,46,"A Darker Shade of Magic: A Darker Shade of Magic Series, Book 1 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction, Literature","Tantor Media, Inc",2016
Physical,Horizon,BOOK,2021,2,3,A conjuring of light / V.E. Schwab.,,"Schwab, Victoria","Magicians Fiction, Space and time Fiction, Magic Fiction, Quantum theory Fiction, London England Fiction, Fantasy fiction, Science fiction","Tor, a Tom Doherty Associates Book,",[2017]
Digital,OverDrive,EBOOK,2021,2,12,"A Gathering of Shadows: Shades of Magic Series, Book 2",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2016
Digital,OverDrive,EBOOK,2021,2,5,"City of Ghosts: City of Ghosts Series, Book 1",,Victoria Schwab,"Fantasy, Juvenile Fiction","Scholastic, Inc. (US)",2018
Digital,OverDrive,AUDIOBOOK,2021,2,5,The Near Witch (Unabridged),,V. E. Schwab,"Fantasy, Historical Fiction, Young Adult Fiction","Blackstone Audio, Inc.",2020
Physical,Horizon,BOOK,2021,2,1,Broken ground / Victoria Schwab.,,"Schwab, Victoria","Human animal relationships Juvenile fiction, Good and evil Juvenile fiction, Shapeshifting Juvenile fiction, Fantasy","Scholastic Inc.,",[2016]
Digital,OverDrive,AUDIOBOOK,2021,2,142,The Invisible Life of Addie LaRue (Unabridged),,V. E. Schwab,"Fantasy, Fiction, Historical Fiction, Literature",Macmillan Audio,2020
Physical,Horizon,BOOK,2021,2,3,The invisible life of Addie LaRue / V.E. Schwab.,,"Schwab, Victoria","Memory Fiction, Immortalism Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Large type books, Fantasy fiction, Historical fiction","Thorndike Press, a part of Gale, a Cengage Company,",2020.
Digital,OverDrive,EBOOK,2021,2,20,"A Darker Shade of Magic: Shades of Magic Series, Book 1",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2015
Digital,OverDrive,EBOOK,2021,2,1,Our Dark Duet,,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2017
Physical,Horizon,SOUNDDISC,2021,2,4,The invisible life of Addie LaRue / V. E. Schwab.,,"Schwab, Victoria","Young women Fiction, Immortality Fiction, Immortalism Fiction, Memory Fiction, Magic Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Fantasy fiction, Historical fiction, Audiobooks","Macmillan Audio,",[2020]
Digital,OverDrive,EBOOK,2021,3,12,"Vengeful: Villains Series, Book 2",,V. E. Schwab,"Fantasy, Fiction",Macmillan Publishers,2019
Physical,Horizon,BOOK,2021,3,3,The Near witch / V. E. Schwab.,,"Schwab, Victoria","Witches Juvenile fiction, Villages Juvenile fiction, Interpersonal relations Juvenile fiction, Fantasy fiction, Paranormal fiction, Young adult fiction","Titan Books,",[2019]
Digital,OverDrive,AUDIOBOOK,2021,3,3,Our Dark Duet (Unabridged),,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2017
Digital,OverDrive,EBOOK,2021,3,4,"City of Ghosts: City of Ghosts Series, Book 1",,Victoria Schwab,"Fantasy, Juvenile Fiction","Scholastic, Inc. (US)",2018
Digital,OverDrive,AUDIOBOOK,2021,3,8,"Vengeful: Villains Series, Book 2 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction",Macmillan Audio,2018
Digital,OverDrive,AUDIOBOOK,2021,3,3,"Tunnel of Bones: City of Ghosts Series, Book 2 (unabridged) (Unabridged)",,Victoria Schwab,"Horror, Juvenile Fiction",Scholastic Inc. Audiobooks,2019
Physical,Horizon,BOOK,2021,3,1,A gathering of shadows / V.E. Schwab.,,"Schwab, Victoria","Magic Fiction, Contests Fiction, Fantasy fiction, Science fiction","Tor,",2016.
Digital,OverDrive,EBOOK,2021,3,13,"A Conjuring of Light: Shades of Magic Series, Book 3",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2017
Digital,OverDrive,EBOOK,2021,3,38,"Vicious: Villains Series, Book 1",,V. E. Schwab,"Fantasy, Fiction",Macmillan Publishers,2018
Physical,Horizon,BOOK,2021,3,9,The invisible life of Addie LaRue / V.E. Schwab.,,"Schwab, Victoria","Memory Fiction, Immortalism Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Large type books, Fantasy fiction, Historical fiction","Thorndike Press, a part of Gale, a Cengage Company,",2020.
Digital,OverDrive,AUDIOBOOK,2021,3,169,The Invisible Life of Addie LaRue (Unabridged),,V. E. Schwab,"Fantasy, Fiction, Historical Fiction, Literature",Macmillan Audio,2020
Digital,OverDrive,EBOOK,2021,3,29,"A Darker Shade of Magic: Shades of Magic Series, Book 1",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2015
Digital,OverDrive,EBOOK,2021,3,2,"Broken Ground: Spirit Animals: Fall of the Beasts Series, Book 2",,Victoria Schwab,"Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2016
Physical,Horizon,BOOK,2021,3,1,A conjuring of light / V.E. Schwab.,,"Schwab, Victoria","Magicians Fiction, Space and time Fiction, Magic Fiction, Quantum theory Fiction, London England Fiction, Fantasy fiction, Science fiction","Tor, a Tom Doherty Associates Book,",[2017]
Digital,OverDrive,AUDIOBOOK,2021,3,14,"A Conjuring of Light: Shades of Magic Series, Book 3 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Audio,2017
Digital,OverDrive,AUDIOBOOK,2021,3,16,"A Gathering of Shadows: Shades of Magic Series, Book 2 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Audio,2016
Physical,Horizon,SOUNDDISC,2021,3,1,A darker shade of magic / V.E. Schwab.,,"Schwab, Victoria","Magic Fiction, Quantum theory Fiction, London England Fiction, Adventure fiction, Suspense fiction, Audiobooks","Tantor Audio,",[2015]
Digital,OverDrive,AUDIOBOOK,2021,3,8,The Near Witch (Unabridged),,V. E. Schwab,"Fantasy, Historical Fiction, Young Adult Fiction","Blackstone Audio, Inc.",2020
Digital,OverDrive,EBOOK,2021,3,7,This Savage Song,,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2016
Physical,Horizon,SOUNDDISC,2021,3,5,The invisible life of Addie LaRue / V. E. Schwab.,,"Schwab, Victoria","Young women Fiction, Immortality Fiction, Immortalism Fiction, Memory Fiction, Magic Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Fantasy fiction, Historical fiction, Audiobooks","Macmillan Audio,",[2020]
Digital,OverDrive,EBOOK,2021,3,16,"A Gathering of Shadows: Shades of Magic Series, Book 2",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2016
Physical,Horizon,BOOK,2021,3,55,The invisible life of Addie LaRue / V.E. Schwab.,,"Schwab, Victoria","Memory Fiction, Immortalism Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Fantasy fiction, Historical fiction, Fantasy fiction, Historical fiction","Tor,",2020.
Physical,Horizon,BOOK,2021,3,5,A darker shade of magic / V. E. Schwab.,,"Schwab, Victoria","Magic Fiction, Quantum theory Fiction, London England Fiction, Fantasy fiction, Science fiction","Tor,",2015.
Physical,Horizon,BOOK,2021,3,1,This savage song / Victoria Schwab.,,"Schwab, Victoria","Good and evil Juvenile fiction, Monsters Juvenile fiction, Love Fiction, Young adult fiction","Greenwillow Books, an imprint of HarperCollins Publishers,",[2016]
Physical,Horizon,BOOK,2021,3,1,Our dark duet / Victoria Schwab.,,"Schwab, Victoria","Good and evil Juvenile fiction, Monsters Juvenile fiction, Fantasy fiction, Science fiction, Young adult fiction","Greenwillow Books, an imprint of HarperCollinsPublishers,",[2017]
Digital,OverDrive,EBOOK,2021,3,5,Our Dark Duet,,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2017
Digital,OverDrive,AUDIOBOOK,2021,3,26,"A Darker Shade of Magic: A Darker Shade of Magic Series, Book 1 (unabridged) (Unabridged)",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction, Literature","Tantor Media, Inc",2016
Digital,OverDrive,AUDIOBOOK,2021,3,4,"Broken Ground: Spirit Animals: Fall of the Beasts Series, Book 2 (unabridged) (Unabridged)",,Victoria Schwab,"Fantasy, Juvenile Fiction",Scholastic Inc. Audiobooks,2016
Digital,OverDrive,EBOOK,2021,3,8,The Near Witch,,V. E. Schwab,"Fantasy, Mythology, Romance, Young Adult Fiction","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2021,3,4,"Bridge of Souls: City of Ghosts Series, Book 3",,Victoria Schwab,"Fantasy, Juvenile Fiction, Suspense","Scholastic, Inc. (US)",2021
Physical,Horizon,BOOK,2021,3,1,Tunnel of bones / Victoria Schwab.,,"Schwab, Victoria","Psychics Juvenile fiction, Haunted places Juvenile fiction, Catacombs France Paris Juvenile fiction, Ghost television programs Juvenile fiction, Best friends Juvenile fiction, Paris France Juvenile fiction, Supernatural Fiction, Ghosts Fiction, Catacombs Fiction, Television Production and direction Fiction, Friendship Fiction, Parapsychology Fiction, France Fiction","Scholastic Press,",2019.
Physical,Horizon,BOOK,2021,3,5,City of ghosts / Victoria Schwab.,,"Schwab, Victoria","Psychics Juvenile fiction, Haunted places Juvenile fiction, Ghost television programs Juvenile fiction, Best friends Juvenile fiction, Edinburgh Scotland Juvenile fiction, Great Britain Juvenile fiction, Ghosts Fiction, Parapsychology Fiction","Scholastic Press,",2018.
Digital,OverDrive,EBOOK,2021,3,2,"Tunnel of Bones: City of Ghosts Series, Book 2",,Victoria Schwab,"Fantasy, Juvenile Fiction","Scholastic, Inc. (US)",2019
Digital,OverDrive,EBOOK,2021,3,314,The Invisible Life of Addie LaRue,,V. E. Schwab,"Fantasy, Fiction, Historical Fiction, Literature",Macmillan Publishers,2020
Digital,OverDrive,AUDIOBOOK,2021,3,3,"City of Ghosts: City of Ghosts Series, Book 1 (unabridged) (Unabridged)",,Victoria Schwab,"Horror, Young Adult Fiction",Scholastic Inc. Audiobooks,2018
Physical,Horizon,BOOK,2021,3,1,Broken ground / Victoria Schwab.,,"Schwab, Victoria","Human animal relationships Juvenile fiction, Good and evil Juvenile fiction, Shapeshifting Juvenile fiction, Fantasy","Scholastic Inc.,",[2016]
Digital,OverDrive,AUDIOBOOK,2021,3,2,This Savage Song (Unabridged),,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2016
Digital,OverDrive,AUDIOBOOK,2021,3,3,"Bridge of Souls: City of Ghosts Series, Book 3 (unabridged) (Unabridged)",,Victoria Schwab,"Fantasy, Juvenile Fiction, Suspense",Scholastic Inc. Audiobooks,2021
Physical,Horizon,SOUNDDISC,2021,4,1,Our dark duet / Victoria Schwab.,,"Schwab, Victoria","Teenage girls Fiction, Hunters Fiction, Monsters Fiction, Imaginary wars and battles Fiction, Young adult fiction, Fantasy fiction, Audiobooks","Harper Audio,",[2017]
Digital,OverDrive,EBOOK,2021,4,1,"Broken Ground: Spirit Animals: Fall of the Beasts Series, Book 2",,Victoria Schwab,"Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2016
Digital,OverDrive,AUDIOBOOK,2021,4,2,Our Dark Duet (unabridged),,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2017
Digital,OverDrive,EBOOK,2021,4,275,The Invisible Life of Addie LaRue,,V. E. Schwab,"Fantasy, Fiction, Literature, Historical Fiction",Macmillan Publishers,2020
Digital,OverDrive,EBOOK,2021,4,7,The Near Witch,,V. E. Schwab,"Fantasy, Mythology, Romance, Young Adult Fiction","Random House, Inc.",2019
Physical,Horizon,BOOK,2021,4,1,The Near witch / V. E. Schwab.,,"Schwab, Victoria","Witches Juvenile fiction, Villages Juvenile fiction, Interpersonal relations Juvenile fiction, Fantasy fiction, Paranormal fiction, Young adult fiction","Titan Books,",[2019]
Physical,Horizon,BOOK,2021,4,1,This savage song / Victoria Schwab.,,"Schwab, Victoria","Good and evil Juvenile fiction, Monsters Juvenile fiction, Love Fiction, Young adult fiction","Greenwillow Books, an imprint of HarperCollins Publishers,",[2016]
Physical,Horizon,SOUNDDISC,2021,4,1,Vengeful / V.E. Schwab.,,"Schwab, Victoria","Great powers Fiction, Ambition Fiction, Superheroes Fiction, Good and evil Fiction, Audiobooks, Paranormal fiction, Fantasy fiction","Macmillan Audio,",[2018]
Digital,OverDrive,AUDIOBOOK,2021,4,177,The Invisible Life of Addie LaRue (unabridged),,V. E. Schwab,"Fantasy, Fiction, Literature, Historical Fiction",Macmillan Audio,2020
Digital,OverDrive,AUDIOBOOK,2021,4,4,The Near Witch (unabridged),,V. E. Schwab,"Fantasy, Historical Fiction, Young Adult Fiction","Blackstone Audio, Inc.",2020
Digital,OverDrive,EBOOK,2021,4,11,"Vengeful: Villains Series, Book 2",,V. E. Schwab,"Fantasy, Fiction",Macmillan Publishers,2019
Physical,Horizon,BOOK,2021,4,1,The unbound : an Archived novel / Victoria Schwab.,,"Schwab, Victoria","Future life Juvenile fiction, Dead Juvenile fiction, Libraries Juvenile fiction, Young adult fiction, Paranormal fiction","Hyperion,",[2014]
Digital,OverDrive,EBOOK,2021,4,3,Our Dark Duet,,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2017
Digital,OverDrive,EBOOK,2021,4,1,The Near Witch,,Victoria Schwab,"Fantasy, Romance, Young Adult Fiction",Disney Digital Books,2012
Digital,OverDrive,EBOOK,2021,4,3,"Tunnel of Bones: City of Ghosts Series, Book 2",,Victoria Schwab,"Fantasy, Juvenile Fiction","Scholastic, Inc. (US)",2019
Digital,OverDrive,AUDIOBOOK,2021,4,3,This Savage Song (unabridged),,Victoria Schwab,"Fantasy, Suspense, Young Adult Fiction",HarperCollins Publishers Inc.,2016
Digital,OverDrive,EBOOK,2021,4,11,"A Conjuring of Light: Shades of Magic Series, Book 3",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Publishers,2017
Digital,OverDrive,AUDIOBOOK,2021,4,1,"Tunnel of Bones: City of Ghosts Series, Book 2 (unabridged)",,Victoria Schwab,"Horror, Juvenile Fiction",Scholastic Inc. Audiobooks,2019
Physical,Horizon,SOUNDDISC,2021,4,4,The invisible life of Addie LaRue / V. E. Schwab.,,"Schwab, Victoria","Young women Fiction, Immortality Fiction, Immortalism Fiction, Memory Fiction, Magic Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Fantasy fiction, Historical fiction, Audiobooks","Macmillan Audio,",[2020]
Digital,OverDrive,AUDIOBOOK,2021,4,11,"A Conjuring of Light: Shades of Magic Series, Book 3 (unabridged)",,V. E. Schwab,"Fantasy, Fiction, Historical Fiction",Macmillan Audio,2017
Physical,Horizon,BOOK,2021,4,2,A gathering of shadows / V.E. Schwab.,,"Schwab, Victoria","Magic Fiction, Contests Fiction, Fantasy fiction, Science fiction","Tor,",2016.
Digital,OverDrive,EBOOK,2021,4,5,"City of Ghosts: City of Ghosts Series, Book 1",,Victoria Schwab,"Fantasy, Juvenile Fiction","Scholastic, Inc. (US)",2018
Physical,Horizon,BOOK,2021,4,72,The invisible life of Addie LaRue / V.E. Schwab.,,"Schwab, Victoria","Memory Fiction, Immortalism Fiction, Deals Fiction, Paris France Fiction, New York N Y Fiction, Fantasy fiction, Historical fiction, Fantasy fiction, Historical fiction","Tor,",2020.
Physical,Horizon,BOOK,2021,4,6,Bridge of souls / Victoria Schwab.,,"Schwab, Victoria","Psychics Juvenile fiction, Haunted places Juvenile fiction, Ghost television programs Juvenile fiction, Best friends Juvenile fiction, Death Juvenile fiction, Secret societies Juvenile fiction, New Orleans La Juvenile fiction, Parapsychology Fiction, Ghosts Fiction, Television Production and direction Fiction, Friendship Fiction, Ghost stories, Paranormal fiction, Ghost stories","Scholastic Press, an imprint of Scholastic Inc.,",2021.
Physical,Horizon,BOOK,2021,4,5,A darker shade of magic / V. E. Schwab.,,"Schwab, Victoria","Magic Fiction, Quantum theory Fiction, London England Fiction, Fantasy fiction, Science fiction","Tor,",2015.
Digital,OverDrive,AUDIOBOOK,2021,4,4,"City of Ghosts: City of Ghosts Series, Book 1 (unabridged)",,Victoria Schwab,"Horror, Juvenile Fiction",Scholastic Inc. Audiobooks,2018
Digital,OverDrive,AUDIOBOOK,2021,4,1,"Broken Ground: Spirit Animals: Fall of the Beasts Series, Book 2 (unabridged)",,Victoria Schwab,"Fantasy, Juvenile Fiction",Scholastic Inc. Audiobooks,2016
Digital,OverDrive,AUDIOBOOK,2021,4,3,"Vengeful: Villains Series, Book 2 (unabridged)",,V. E. Schwab,"Fantasy, Fiction",Macmillan Audio,2018
